FMID,street,city,County,State,zip,x,y
1008427,201 W Main St. ,"Lexington, KY ",Fayette,Kentucky,40507,-84.498121,38.047972
1008428,9201 Center Street ,Manassas,Manassas,Virginia,20110,-77.4737608,38.7505391
1008432,Eldorado and FM 423,Little Elm,Denton,Texas,75068,-96.8873756,33.1782705
1008433,398 South Broadway,Lexington,Fayette,Kentucky,40508,-84.504009,38.0460258
1008434,West St. and Prince William St.,Manassas ,Manassas,Virginia,20110,-77.473074,38.74949
1008435,Oak at 6th Street,Davenport,Thayer,Nebraska,68335,-97.814511,40.3128771
1008436,1317 S. Hwy 32,El Dorado Springs ,Cedar,Missouri,64744,-94.011533,37.860929
1008437,103 South Maple Avenue,Davenport,Thayer,Nebraska,68335,-97.813151,40.310193
1008439,7426 Lookingglass Road,Roseburg,Douglas,Oregon,97470,-123.485634,43.177386
1008442,1 Bridge Square,Northfield,Rice,Minnesota,55057,-93.160568,44.456122
1008445,215 W. Central Avenue,Sutherlin,Douglas,Oregon,97479,-123.315289,43.389888
1008447,50 S. Liberty Street,Powell,Delaware,Ohio,43065,-83.0748408,40.1569811
1008448,82-6188 Mamalahoa Highway,Captain Cook,Hawaii,Hawaii,96704,-155.9113,19.489787
1008449,7th Avenue Sheridan Street,Ely,St. Louis,Minnesota,55731,-91.856863,47.903045
1008450,3690 The Barnyard,Carmel,Monterey,California,93923,-121.9270394,36.9872756
1008452,E 9th and Jefferson Street,"Texarkana, AR",Miller,Arkansas,71854,-94.0298871,33.4308871
1008453,201 3rd Street ,El Centro,Imperial,California,92243,-115.548786,32.791762
1008456,162 S. Gaither St.,Siletz,Lincoln,Oregon,97380,-123.917872,44.72248
1008457,East Passyunk Avenue at 11th St. & Tasker St.,Philadelphia ,Philadelphia,Pennsylvania,19147,-75.163186,39.929903
1008460,Chestnut St. between 9th St. & 10th St.,Philadelphia,Philadelphia,Pennsylvania,19107,-75.156381,39.95004
1008461,RR1 Box 146,Birch Tree,Shannon,Missouri,65438,-91.492638,36.991165
1008462,957 Route 5 & 20,Geneva,Seneca,New York,14456,-77.020653,42.857681
1008463,Santee Drive,Cherokee Village,Sharp,Arkansas,72529,-91.528709,36.309009
1008464,Carpenter Lane at Greene St.,Philadelphia ,Philadelphia,Pennsylvania,19119,-75.196156,40.046219
1008466,16600 NE 128th Street,Kearney,Clay,Missouri,64060,-94.37225,39.325678
1008468,"2051, Kaen Rd, off Beavercreek Rd.",Oregon City,Clackamas,Oregon,97045,-122.597822,45.333082
1008472,91 NE 600 Road,Warrensburg,Johnson,Missouri,64093,-93.723133,38.850198
1008473,17937 State Route 3,Watertown,Jefferson,New York,13601,-75.9740196,43.9717663
1008475,Ridge Ave. at Acorn St.,Philadelphia ,Philadelphia,Pennsylvania,19128,-75.2213168,40.0375133
1008480,925 Mitchell St,Conway,Faulkner,Arkansas,72034,-92.449952,35.091704
1008481,1432 Southwest Boulevard,Jefferson City,Cole,Missouri,65102,-92.200082,38.563511
1008483,Winston Rd. between Germantown Ave and Mermaid Lane,Philadelphia ,Philadelphia,Pennsylvania,19118,-75.196974,40.06756
1008484,1400 South Main Street,Charleson,Mississippi,Missouri,63834,-89.350007,36.910365
1008485,Lancaster and Bryn Mawr Avenues,Bryn Mawr ,Montgomery,Pennsylvania,19096,-75.317081,40.021098
1008491,200 West Booneclick,Warrenton,Warren,Missouri,63383,-91.15014598,38.81113529
1008492,Hwy 50 and 2nd Ave.,Dayton,Lyon,Nevada,89403,-119.591026,39.238469
1008493,305 West Benton,Windsor,Henry,Missouri,65360,-93.523694,38.533748
1008496,1209 Smith Street,Columbia,Boone,Missouri,65201,-92.321695,38.962326
1008498,3595 Ramsey Weeks at Spruce,Silver Springs,Lyon,Nevada,89403,-119.2676691,39.3826271
1008499,Miners Park,Virginia City,Storey,Nevada,89403,-119.6499793,39.3095135
1008501,205 South Commerce Street,Crane,Stone,Missouri,65633,-93.572941,36.899749
1008502,315 Kuulei St,Kailua ,Honolulu,Hawaii,96734,-157.741537,21.3955679
1008505,98-1005 Moanalua Rd,Aiea ,Honolulu,Hawaii,96701,-157.941677,21.381691
1008507,500 block Cleveland St.,Clearwater ,Pinellas,Florida,33757,-82.7998012,27.9657334
1008508,7455 Wofford Heights Bvld,Wofford Heights,Kern,California,93285,-118.440444,35.710347
1008513,2 East Main Street,Statesboro ,Bulloch,Georgia,30458,-81.782923,32.448625
1008515,36 Montford Ave,Asheville,Buncombe,North Carolina,28801,-82.561093,35.596972
1008520,14400 North Route Z,Centralia,Boone,Missouri,65240,-92.136565,39.118058
1008522,23589 State Route WW,Ste. Genevieve,Ste. Genevieve,Missouri,63670,-90.179753,37.778019
1008530,2957 County CX,Portage,Columbia,Wisconsin,53901,-89.471969,43.572223
1008532,Hwy 181,Sycamore,Ozark,Missouri,65760,-92.272695,36.717612
1008534,9600 North US Hwy 31,Columbus ,Bartholomew,Indiana,47201,-85.953111,39.292351
1008537,9th Street and Hollaway,Rolla,Phelps,Missouri,65401,-91.761915,37.95036
1008539,1702 Grand Ave,Cincinnati,Hamilton,Ohio,45214,-84.55714,39.118213
1008540,West Spring Street and North Main,El Dorada Springs,Cedar,Missouri,64744,-94.021567,37.876787
1008541,1702 Business Hwy 54 South,Eldon,Miller,Missouri,65026,-92.581576,38.348364
1008544,"Under the Route 1 Overpass, between Ridge Ave and Kelly Drive",Philadelphia ,Philadelphia,Pennsylvania,19129,-75.191964,40.00755
1008546,Moyamensing Ave at Morris Street,Philadelphia,Philadelphia,Pennsylvania,19147,-75.151261,39.927058
1008547,301 McClay Street,Cuba ,Crawford,Missouri,65453,-91.403483,38.062823
1008550,100 Hospital Drive,Lebanon,Laclede,Missouri,65536,-92.635831,37.681434
1008551,640 S KY 15,Campton,Wolfe,Kentucky,41301,-83.5151006,37.696839
1008553,18th St. & Walnut St.,Philadelphia,Philadelphia,Pennsylvania,19103,-75.170879,39.950066
1008554,1905 Mokane Road,Jefferson City,Callaway,Missouri,65101,-92.166438,38.588485
1008556,266 Main Street,Forsyth,Taney,Missouri,65653,-93.112429,36.684367
1008558,211 S 23rd St,Plattsmouth,Cass,Nebraska,68048,-95.9078225,41.0096244
1008560,Park Central Square,Springfield,Greene,Missouri,65806,-93.292268,37.209299
1008562,3100 SW 62nd Avenue,miami,Miami-Dade,Florida,33155,-80.29403,25.741264
1008566,1220 South Business 54,Fulton,Callaway,Missouri,65251,-91.95963,38.832357
1008568,10 East 5th Street,Fulton,Callaway,Missouri,65251,-91.947877,38.84736
1008569,Fourth and Main Streets,Galena,Stone,Missouri,65656,-93.466676,36.805417
1008571,Mt. Vernon & Oxford Ave.,Alexandria,Alexandria,Virginia,22301,-77.058777,38.826863
1008572,7th and Mineral Springs Road,Cassville,Barry,Missouri,65625,-93.862901,36.67765
1008573,602 NE 70th Street,Gladstone,Clay,Missouri,64118,-94.5730016,39.2214548
1008574,Corner of 8th and Ohio Streets,Clinton,Henry,Missouri,64735,-93.763157,38.366454
1008576,E. Central Blvd and N. Eola Drive,Orlando,Orange,Florida,32801,-81.370778,28.542606
1008578,107th Street and Wornall Road,Kansas City,Jackson,Missouri,64137,-94.59668,38.934494
1008580,8th and Goode Streets,Grandview,Jackson,Missouri,64030,-94.536037,38.890375
1008581,8921 Hwy N,Lake St. Louis,St. Charles,Missouri,63367,-90.777806,38.766267
1008582,Hwy OO,Hallsville,Boone,Missouri,65255,-92.211029,39.111242
1008583,Hwy 5 and Hwy 38,Hartville,Wright,Missouri,65667,-92.510212,37.250927
1008584,1st Street and Gutenberg,Hermann,Gasconade,Missouri,65041,-91.432855,38.70672
1008586,434 Whispering Wind Lane,Cape Girardeau ,Cape Girardeau,Missouri,63701,-89.492388,37.369965
1008589,West and Walton Streets,Warrenton,Warren,Missouri,63383,-91.151182,38.810187
1008590,1604 Stolpe Road,Hermann,Gasconade,Missouri,65041,-91.627846,38.625592
1008593,212 West 8th Street,Joplin,Jasper,Missouri,64801,-94.51479,37.082804
1008595,Chukchansi Park Concourse,Fresno ,Fresno,California,93721,-119.790525,36.731951
1008601,150 Nichols Street,Friday Harbor,San Juan,Washington,98250,-123.016215,48.533741
1008604,Concord & Pine,Manchester ,Hillsborough,New Hampshire,3105,-71.459973,42.99272
1008605,708 W. Sam Allen Rd.,Plant City,Hillsborough,Florida,33565,-82.131831,28.048078
1008606,near 6701 Mimms Loop,Chesterfield,Chesterfield,Virginia,23832,-77.504419,37.376728
1008607,277 Pleasant Hill Rd,Brunswick,Cumberland,Maine,4011,-69.995923,43.890786
1008608,Hwy 40 and Lake Saint Louis Boulevard,O'Fallon ,St. Charles,Missouri,63366,-90.770229,38.805214
1008609,Btw 9th & 10th and Mineral & Washington Streets,Milwaukee,Milwaukee,Wisconsin,53204,-87.923223,43.020671
1008610,1332 W. Kansas Street,Liberty,Clay,Missouri,64068,-94.4445687,39.2427807
1008611,2500 Parkway Drive,Melbourne,Brevard,Florida,32935,-80.666944,28.160309
1008612,5920 NW 13th Street,Gainesville,Alachua,Florida,32653,-82.352515,29.7106652
1008614,101 North Main Street,Carrolton,Carroll,Missouri,64633,-93.496054,39.359239
1008616,9987 Dunbarton Blvd.,Barnwell ,Barnwell,South Carolina,29812,-81.3761158,33.243691
1008618,Homes Road and 135th Street,Martin City,Jackson,Missouri,64147,-94.586592,38.882129
1008620,118 West Willow St,Pierce,Pierce,Nebraska,68767,-97.528407,42.196213
1008622,28133 Highway 24,Waverly,Lafayette,Missouri,64096,-93.567479,39.201794
1008623,Courthouse Square,Mount Vernon,Lawrence,Missouri,65712,-93.81854,37.103667
1008624,Pine Street,Mountain View,Howell,Missouri,65548,-91.703172,36.992413
1008629,4000 Fort Campbell Blvd,Hopkinsville,Christian,Kentucky,42240,-87.47376,36.8337026
1008638,Olive and Main,New Haven,Franklin,Missouri,63068,-91.214845,38.615501
1008646,7000 Dr. Phillips Blvd,Orlando,Orange,Florida,32819,-81.493887,28.459412
1008650,721 N LaSalle St.,Chicago,Cook,Illinois,60654,-87.632395,41.895206
1008666,721 N. LaSalle St.,Chicago,Cook,Illinois,60654,-87.6323748,41.8951778
1008667,5401 Village Dr,Concord,Cabarrus,North Carolina,28027,-80.670172,35.414038
1008668,24 Market Street,Concord,Cabarrus,North Carolina,28027,-80.581438,35.409635
1008671,Highway 19,Owensville,Gasconade,Missouri,65453,-91.487223,38.352367
1008672,Courthouse Square,Ozark,Christian,Missouri,65721,-93.205114,37.02037
1008673,Market and Couch Streets,Alton,Oregon,Missouri,65606,-91.398622,36.694025
1008674,8773 Commercial Boulevard,Pevely,Jefferson,Missouri,63070,-90.391476,38.286558
1008675,"Hwy 37, Hwy 97 and Locust Street",Pierce City,Lawrence,Missouri,65723,-94.004404,36.944596
1008677,105 Kern Road,Middletown,Montgomery,Missouri,63359,-91.447156,39.091153
1008680,200 South Washington,Raymore,Cass,Missouri,64083,-94.453098,38.801981
1008689,5011 N 2nd Ave,Kearney ,Buffalo,Nebraska,68847,-99.081703,40.724882
1008690,Cherry Street,Jamestown,Chautauqua,New York,14701,-79.242358,42.095708
1008693,910 3rd AV,Kearney ,Buffalo,Nebraska,68847,-99.085916,40.683063
1008694,Hwy 63,Rolla,Phelps,Missouri,65401,-91.780263,37.922004
1008695,East Washington Blvd. and McClay St.,Cuba,Crawford,Missouri,65453,-91.403483,38.062823
1008696,Route C,Russellville,Cole,Missouri,65074,-92.451427,38.509256
1008697,12910 Bailey St.,Whittier ,Los Angeles,California,90601,-118.038187,33.980873
1008698,741 Highway TT,Silex,Lincoln,Missouri,63377,-91.1116,39.061531
1008699,142 E. Bonita Ave.,San Dimas ,Los Angeles,California,91773,-117.80419,34.107749
1008701,Corner of Main Street and NE Railroad Street (Allen Ortego Downtown Park),Ville Platte ,Evangeline,Louisiana,70586,-92.271516,30.687975
1008702,Town Park,Rutledge,Scotland,Missouri,63563,-92.088776,40.308985
1008703,193 VFW Road,Eldon,Miller,Missouri,65026,-92.605401,38.297467
1008704,301 East Main Street,Elkton,Todd,Kentucky,42220,-87.1519249,36.8093255
1008705,Antioch Baptist Church; 150 Amity Road,"Conway, AR",Faulkner,Arkansas,72032,-92.412827,35.078644
1008706,South Hwy 63,Rolla,Phelps,Missouri,65401,-92.324849,39.247804
1008707,218 Glenstone Avenue,Springfield,Greene,Missouri,65804,-93.260549,37.207987
1008709,300 North Riverside Drive,St. Charles ,St. Charles,Missouri,63301,-90.481324,38.779358
1008710,Hwy. 68,St. James,Phelps,Missouri,65559,-91.611405,37.983663
1008713,1041 Old Ekron Rd.,Brandenburg,Meade,Kentucky,40108,-86.166849,37.9925042
1008715,32 Public Square,Elizabethtown,Hardin,Kentucky,42701,-85.85819,37.693294
1008716,2901 n SIERRA MADRE BLVD,PASADENA,Los Angeles,California,91107,-118.0917703,34.1615278
1008718,12500 E. Old Spanish Trail,Tucson,Pima,Arizona,85747,-110.723595,32.127833
1008719,363 E VILLA STREET,PASADENA,Los Angeles,California,91101,-118.143926,34.154387
1008720,9701 Las Tunas Blvd,Temple City,Los Angeles,California,91780,-118.057863,34.10769
1008721,328 East KY Dr,La Center ,Ballard,Kentucky,42056,-88.966491,37.071983
1008722,200 Paul Bunyan Dr S,Bemidji ,Beltrami,Minnesota,56601,-94.879466,47.469264
1008723,539 Broad Street ,Hartford,Hartford,Connecticut,6106,-72.6869427,41.7620504
1008724,5272 Madison pike,Independence,Kenton,Kentucky,41051,-84.543717,38.942928
1008726,0,Vanceburg ,Lewis,Kentucky,41179,-83.318795,38.599243
1008727,1505 Bypass US 127 North,Lawrenceburg ,Anderson,Kentucky,40342,-84.918057,38.074839
1008728,50 Public Square,Somerset,Pulaski,Kentucky,42501,-84.603941,37.091712
1008730,516 AA Whitman Lane,Munfordville ,Hart,Kentucky,42765,-85.888994,37.276249
1008731,4th St and 4th Ave SE,Rochester ,Olmsted,Minnesota,55904,-92.457516,44.019849
1008732,502 Mammoth Cave St,Cave City,Barren,Kentucky,42127,-85.967205,37.141409
1008735,3664 Arsenal Street,St. Louis,St. Louis City,Missouri,63116,-90.244813,38.602771
1008736,305 Fisher Drive,Sullivan,Franklin,Missouri,63080,-91.168592,38.210331
1008738,409 Amelia Avenue,Lexington,Lafayette,Missouri,64067,-93.876145,39.180452
1008742,6655 Delmar,University City,St. Louis,Missouri,63130,-90.307147,38.65621
1008743,Owsley County High School Farm Shepherds Lane,Booneville ,Owsley,Kentucky,41314,-83.666923,37.475304
1008744,corner of ohio and grove ave,moxham,Cambria,Pennsylvania,15904,-78.908268,40.297863
1008746,5500 Bennington Avenue,Kansas City,Jackson,Missouri,64129,-94.509932,39.025535
1008747,Courthouse Square,Versailles,Morgan,Missouri,65084,-92.841027,38.431414
1008750,111 Holden Street,Warrensburg,Johnson,Missouri,64093,-93.740415,38.762855
1008751,"  Downtown Pavillon,Martin Luther KIng Blvd",Lebanon ,Marion,Kentucky,40033,-85.255667,37.56926
1008752,100 West main Street,Vine Grove ,Hardin,Kentucky,40175,-85.981328,37.810193
1008753,10001 Manchester Road,Warson Woods,St. Louis,Missouri,63122,-90.384723,38.603499
1008754,21 Shaffer Road,Fair Grove,Dallas,Missouri,65648,-93.109643,37.416978
1008755,16300 Wilkerson Road,Weston,Platte,Missouri,64098,-94.853048,39.386434
1008757,2134 West Hwy 63,Westphalia,Osage,Missouri,65085,-92.000164,38.440436
1008758,22617 Hwy 151,Madison,Monroe,Missouri,65263,-92.212673,39.462228
1008764,1204 Missouri Boulevard,Jefferson City,Cole,Missouri,65109,-92.21122,38.581887
1008768,15 East 20th Street,Higginsville,Lafayette,Missouri,64037,-93.716878,39.075013
1008770,1211 Main Street,Lexington,Lafayette,Missouri,64067,-93.880845,39.185393
1008773,5 East Main Street,Warner,Merrimack,New Hampshire,3278,-71.8160538,43.280684
1008776,800 Georgian Place dr,Somerset,Somerset,Pennsylvania,15501,-79.0758065,40.0214849
1008778, 220 Union Square,Hickory ,Catawba,North Carolina,28601,-81.340927,35.732301
1008781,0,Norway ,Oxford,Maine,4268,-70.54481,44.213957
1008786,Main and Grant Streets,Lebanon,Linn,Oregon,97355,-122.9070482,44.5384263
1008789,P.O. Box 66 U. S. 68 ,Mount Olivet ,Robertson,Kentucky,41064,-83.98544,38.441814
1008790,Main Street on the Town Common,New London,Merrimack,New Hampshire,3257,-71.981844,43.413289
1008794,Rampart St. and Basin St.,New Orleans,Orleans,Louisiana,70116,-90.070346,29.963626
1008796,120 N. Greenbriar Rd.,Carterville,Williamson,Illinois,62918,-89.0956887,37.7616326
1008797,256 High St.,Belfast,Waldo,Maine,4915,-69.0139675,44.4292136
1008798,100 Green Meadows Drive,Lewis Center,Delaware,Ohio,43035,-83.017262,40.153628
1008799,4300 Indianola Ave.,Columbus,Franklin,Ohio,43214,-82.999711,40.052463
1008800,3700 Woodland,Kansas City,Jackson,Missouri,64109,-94.5627719,39.0591615
1008802,11147 Hunt,Romulus,Wayne,Michigan,48174,-83.393887,42.222588
1008806,1751 Scottsville Road,Bowling Green,Warren,Kentucky,42101,-86.433927,36.968788
1008808,203 E. Lexington Ave.,Danville,Boyle,Kentucky,40422,-84.7668198,37.6494547
1008809,202 Slades Ferry Ave,Somerset,Bristol,Massachusetts,2726,-71.160158,41.727737
1008810,3001 S. Clark Street,"Mexico, MO",Audrain,Missouri,65265,-91.8906487,39.1435316
1008811,7515 Westport Road,Louisville,Jefferson,Kentucky,40222,-85.612424,38.272937
1008812,Commerce Drive,Tompkinsville,Monroe,Kentucky,42167,-85.68344,36.724185
1008813,2726 Brownwood Blvd,The Villages,Sumter,Florida,32162,-82.0037608,28.927019
1008815,215 E Front Street,Arlington ,Tarrant,Texas,76010,-97.104737,32.737817
1008820,"4075 Charles Hardy Pkway,",Dallas,Paulding,Georgia,30157,-84.725871,33.934719
1008823,Village Green,Waterville,Oneida,New York,13480,-75.383782,42.929456
1008825,303 West  79th Street,Kansas City,Jackson,Missouri,64114,-94.5933606,38.9848916
1008826,250 First Street ,Woodland ,Yolo,California,95695,-121.7737712,38.6792311
1008827,Corner of Cottonwood and Gibson Rd,Woodland,Yolo,California,95695,-121.793045,38.663686
1008830,100 simmons ave,Bramwell ,Mercer,West Virginia,24715,-81.313467,37.325145
1008834,400 1ST Street S.W.,"Paris, Texas",Lamar,Texas,75460,-95.557366,33.657897
1008835,632 East Alisal Street,Salinas,Monterey,California,93905,-121.634178,36.673319
1008837,73 Maple Street,Middlebury,Addison,Vermont,5753,-73.1702102,44.0159551
1008838,Lincoln Place,Essex Junction,Chittenden,Vermont,5452,-73.1104355,44.4919602
1008840,Hubbard Lake Road and Hubert Road,Hubbard Lake,Alpena,Michigan,49747,-83.587669,44.859919
1008841,2000 Texas Ave,El Paso ,El Paso,Texas,79901,-106.467575,31.771173
1008845,5101 Kilgore Avenue,Hampton,Hampton,Virginia,23690,-76.392022,37.044882
1008846,1536 Desoto Ave ,Clarksdale ,Coahoma,Mississippi,38614,-90.555756,34.178923
1008848,0,Shafter,Kern,California,93263,-119.2717761,35.5005139
1008850,Northern Oklahoma College,Stillwater,Payne,Oklahoma,74075,-97.072728,36.127356
1008851,Joseph Campau St. and Belmont St.,Hamtramck,Wayne,Michigan,48212,-83.0588968,42.398453
1008852,200 West 6th Street,Monticello,Wright,Minnesota,55362,-93.799239,45.30201
1008853,"3rd, 4th and Bond Sts.","Evansville,IN",Vanderburgh,Indiana,47708,-87.586443,37.993544
1008855,72955 Van Dyke Ave.,Bruce Township,Macomb,Michigan,48065,-83.020813,42.830852
1008856,2151 Bexar Avenue West,Hamilton,Marion,Alabama,35570,-88.0195734,34.1562757
1008858,Jefferson Street,Clinton,Hinds,Mississippi,39056,-90.3305856,32.3396619
1008861,Bayview Road,Langley ,Adams,Washington,98260,-122.461312,48.006879
1008863,B Street and 28th St. ,San Diego ,San Diego,California,92102,-117.134551,32.717923
1008864,South of Regents Rd. and Arriba St. ,San Diego ,San Diego,California,92122,-117.222193,32.85889
1008866,Trigon Park,Le Roy,Genesee,New York,14482,-77.9859128,42.9775464
1008867,901 Garnet Avenue,San Diego ,San Diego,California,92109,-117.2536469,32.7969521
1008868,350 E Main Street,Fernley,Lyon,Nevada,89408,-119.2398822,39.6066251
1008871,2934 Russell Street,Detroit,Wayne,Michigan,48207,-83.040134,42.346768
